"x"
66
171
0
186
133
221
26
43
280
39
32
41
103
92
65
43
62
62
18
22
88
62
77
30
33
62
82
54
35
25
59
19
17
44
20
51
43
34
11
30
3
10
19
32
36
39
68
14
11
24
18
25
10
37
19
10
2
23
18
24
7
27
3
32
6
28
5
10
10
36
7
9
29
15
30
43
72
6
6
18
4
19
17
3
25
18
17
13
31
58
44
21
12
8
8
15
8
26
26
37
10
10
12
19
53
18
51
5
14
2
25
13
11
11
34
31
10
45
20
29
48
40
3
22
7
8
3
24
9
10
17
18
32
3
3
27
11
11
22
16
26
26
3
12
19
17
13
13
16
11
19
9
19
18
39
5
17
11
12
14
7
13
2
11
16
27
6
12
14
38
13
8
34
14
8
7
20
14
3
5
17
4
15
12
9
5
9
20
6
22
14
22
19
10
30
9
23
18
5
13
9
9
13
20
11
20
7
28
7
26
15
8
25
18
9
28
6
18
8
15
55
20
4
16
16
15
12
9
29
12
23
14
12
6
36
10
14
17
8
4
24
18
17
10
5
35
16
17
25
3
6
7
23
10
14
26
6
15
19
33
12
13
8
8
8
9
11
15
6
11
15
3
17
5
13
9
4
2
4
21
10
7
18
15
28
8
11
3
12
26
9
3
18
20
14
10
19
14
12
9
10
4
8
21
19
6
6
2
15
9
2
4
16
4
9
9
16
13
12
14
11
6
14
7
7
6
7
4
17
5
3
13
7
11
22
14
2
16
9
19
27
5
4
18
5
10
4
4
15
19
14
11
12
14
16
8
6
2
11
11
24
14
26
6
3
12
11
8
4
14
7
9
3
15
28
6
20
17
9
34
7
7
6
10
4
6
7
11
5
13
6
8
26
13
3
18
5
18
22
7
8
12
20
9
8
3
6
11
7
24
5
9
6
3
18
6
3
4
4
11
6
24
4
5
15
13
4
9
7
10
8
9
8
9
15
14
7
5
14
6
17
19
24
15
7
4
6
5
14
3
5
28
17
3
6
14
18
3
9
7
11
5
14
6
7
3
8
9
13
4
3
8
30
5
41
5
10
6
4
8
2
18
6
5
3
3
14
8
6
5
17
5
4
23
10
7
9
5
6
3
6
11
2
3
12
8
11
9
8
8
16
8
2
3
6
11
9
25
3
5
2
3
6
10
6
12
16
9
2
28
12
5
9
21
27
13
7
15
2
4
17
5
11
10
7
13
14
5
2
8
2
20
2
6
8
2
4
5
2
5
8
11
26
8
7
3
18
3
6
10
15
8
16
23
6
10
2
5
10
2
6
15
11
15
5
26
4
4
9
2
8
10
8
4
16
8
6
7
5
4
16
13
6
7
13
5
5
6
4
13
4
4
3
9
17
5
4
7
10
7
6
10
4
2
25
6
8
4
14
7
6
8
5
21
6
2
10
8
2
10
17
4
14
12
4
16
2
2
9
6
3
3
3
7
9
3
3
3
2
5
5
15
8
10
8
5
6
13
15
14
9
13
2
12
8
6
20
2
5
6
7
6
6
3
14
8
12
12
7
12
3
8
11
4
6
6
5
10
13
6
5
7
13
6
10
16
3
5
18
2
8
4
6
9
11
3
7
2
4
4
8
2
11
7
3
6
16
21
17
5
8
4
3
5
6
3
3
4
3
9
8
4
9
6
11
6
6
5
13
20
4
4
4
3
3
3
7
5
3
16
2
8
13
16
9
2
4
5
4
7
3
3
4
4
7
9
7
7
4
9
18
7
6
6
4
5
4
6
6
6
3
5
19
11
8
9
3
3
5
13
8
2
10
3
18
5
7
8
5
6
3
14
5
5
8
10
9
3
9
11
8
11
14
2
3
6
9
4
16
7
4
13
6
3
12
11
7
8
2
3
4
10
2
6
9
15
4
4
13
2
12
5
12
10
8
11
22
9
9
5
20
5
4
5
5
16
7
15
6
3
13
4
11
7
6
4
4
5
8
2
7
4
9
10
6
6
14
4
6
10
5
4
11
5
4
8
5
14
8
3
4
4
2
3
7
4
9
5
5
7
2
4
5
2
7
9
7
5
5
9
4
6
9
5
4
7
6
11
16
15
3
4
4
13
6
5
7
5
8
2
3
8
8
6
5
6
8
2
4
15
2
6
5
9
14
7
3
3
13
7
9
4
4
7
9
5
5
13
4
2
7
8
27
11
12
5
8
4
30
3
4
5
3
4
5
2
4
8
5
9
5
6
7
4
4
6
3
6
10
2
9
7
10
3
4
7
12
7
5
8
4
12
12
8
4
4
6
10
15
4
2
17
6
6
9
9
11
6
11
8
10
4
4
2
7
17
5
5
4
10
2
4
4
6
7
11
3
6
9
9
2
5
9
2
8
10
2
4
9
9
3
4
14
10
3
7
4
3
4
22
7
8
3
7
7
8
4
11
7
9
7
5
10
11
5
5
3
11
10
7
16
8
10
5
12
3
2
11
4
3
2
7
6
5
7
4
2
5
3
3
4
7
5
12
4
5
4
2
8
15
4
6
6
2
3
4
8
2
2
4
3
2
5
5
4
5
6
15
4
3
7
5
11
6
3
7
8
10
4
2
5
6
7
4
8
5
2
5
6
5
10
2
4
7
5
3
7
10
7
2
18
5
4
2
2
12
3
2
5
10
6
10
7
3
4
4
9
5
18
10
5
4
6
2
2
7
6
5
4
15
10
3
5
2
11
10
9
2
10
3
3
5
3
6
7
6
6
9
3
2
9
3
3
6
2
9
2
2
11
6
3
7
7
2
3
7
7
9
18
10
5
6
11
11
5
2
2
5
5
9
4
7
2
5
5
8
5
2
5
6
7
2
5
8
4
4
4
3
5
3
4
16
9
3
4
5
7
3
11
2
7
3
10
8
10
10
4
5
6
4
13
5
3
2
6
7
3
11
3
6
6
4
5
6
6
3
7
8
2
15
2
4
3
3
10
9
2
3
8
8
4
9
7
5
3
3
3
7
5
3
2
4
3
5
5
4
4
2
3
4
6
3
2
9
4
7
7
2
7
6
4
3
4
8
2
3
5
10
2
6
2
9
8
11
6
9
2
11
8
4
10
4
2
5
8
6
12
10
2
5
9
10
6
2
7
3
12
4
3
3
3
7
2
5
4
6
2
5
10
15
4
6
5
4
3
13
4
10
4
6
3
7
5
6
8
10
12
3
8
7
3
4
3
3
8
2
4
6
4
3
10
7
3
6
3
2
11
2
9
5
5
3
17
4
2
2
5
5
3
6
4
7
5
4
7
3
5
4
5
5
3
3
5
5
4
7
9
14
9
4
2
2
8
2
4
7
2
7
3
8
9
13
6
4
9
3
4
7
6
10
3
5
7
4
4
4
9
3
8
5
6
6
8
10
6
7
4
5
6
8
3
6
4
5
12
9
2
9
6
9
4
8
10
8
3
3
9
2
4
3
2
12
3
9
4
2
5
3
5
3
6
8
2
4
6
4
3
7
6
3
3
2
6
3
6
6
3
2
3
3
5
3
9
3
2
5
3
5
3
4
7
9
3
8
4
3
6
7
3
6
3
4
4
6
8
2
3
2
10
2
3
8
7
6
10
5
7
2
8
3
12
8
3
2
3
10
3
4
4
3
4
6
3
3
2
3
2
3
2
6
6
8
4
2
6
8
2
2
4
3
4
4
6
3
2
4
3
5
8
4
10
4
4
5
2
3
8
6
2
2
2
3
2
5
3
3
4
3
9
5
6
8
4
3
4
3
2
10
13
2
5
4
4
4
5
2
2
4
4
11
3
10
8
4
2
3
4
11
5
3
4
4
4
3
3
6
12
4
5
6
7
8
7
5
10
2
4
5
5
3
2
8
2
3
3
2
4
3
5
6
9
2
2
5
3
5
3
5
7
4
11
2
3
10
2
8
7
2
7
8
4
5
2
8
3
8
7
4
4
3
2
9
6
6
3
2
6
3
4
6
5
4
7
8
6
4
6
5
6
2
6
4
6
4
5
3
3
3
4
5
7
2
5
8
6
6
6
3
4
3
2
3
2
3
2
5
3
2
9
6
8
3
8
5
4
2
4
9
3
5
9
8
8
6
2
2
3
2
4
2
5
3
4
8
4
2
2
3
3
2
8
3
7
10
3
4
4
6
4
3
4
3
5
2
3
19
7
5
5
7
4
14
5
5
4
5
3
3
6
3
2
4
5
8
5
5
2
3
5
2
9
2
2
4
3
5
2
7
5
3
3
7
8
4
4
3
4
2
2
3
2
5
3
4
8
6
6
2
4
4
6
9
3
5
3
4
3
4
4
4
6
4
5
8
2
3
6
6
3
7
3
3
9
8
5
3
2
3
6
8
7
6
2
4
9
5
3
3
3
5
4
5
3
5
6
2
2
6
4
2
5
6
4
6
3
2
3
3
3
3
2
4
6
4
4
8
3
3
2
4
5
3
4
3
3
2
2
6
3
3
2
4
6
3
4
4
5
2
4
3
5
2
3
2
6
8
2
10
2
3
3
6
9
3
4
2
4
4
6
4
6
2
2
5
5
4
4
5
3
3
2
3
3
3
4
2
9
2
9
6
2
3
4
9
6
2
7
3
2
6
2
3
3
3
3
5
4
3
5
8
3
2
5
4
2
3
3
2
2
4
5
8
2
2
3
3
10
3
4
4
3
4
3
5
2
2
6
3
2
4
2
4
2
2
3
9
8
3
4
7
2
11
5
2
4
4
3
3
5
4
3
2
7
8
5
6
6
2
4
7
5
2
6
3
9
7
8
3
3
2
8
9
2
2
8
3
3
3
2
2
2
2
4
4
2
5
3
6
3
2
7
2
4
5
7
2
9
2
4
5
4
4
3
2
2
6
4
3
3
3
9
4
6
7
8
5
5
4
4
4
3
11
6
2
4
12
2
3
4
6
8
5
4
4
3
3
8
4
7
2
5
4
4
4
5
2
7
5
3
2
3
3
11
4
4
7
2
2
4
3
7
4
4
2
9
3
6
2
2
7
4
2
6
2
4
5
3
3
2
11
3
4
6
4
5
3
2
3
7
2
2
5
6
4
4
6
3
5
4
4
3
2
6
4
5
3
5
5
5
7
8
2
2
3
2
6
5
6
3
2
2
4
5
2
3
2
2
8
3
5
6
2
7
6
4
3
5
10
2
4
4
6
5
2
13
6
3
3
4
7
8
3
3
5
3
2
3
2
9
3
6
2
3
7
4
2
3
3
3
5
5
3
6
4
3
5
3
6
4
5
2
5
3
4
5
4
2
4
2
2
6
2
2
2
4
4
4
2
3
10
5
3
3
4
3
3
2
6
3
2
3
7
6
4
3
6
4
4
3
3
2
3
3
2
5
8
3
2
2
4
4
2
3
2
2
5
2
3
4
9
6
7
5
6
5
3
2
2
6
7
3
2
2
4
5
4
5
3
6
3
3
2
3
5
7
5
3
3
3
2
4
4
2
2
3
3
3
3
4
2
7
2
4
2
7
9
2
3
2
4
4
8
2
6
6
6
3
4
6
3
4
3
2
6
4
4
4
3
2
2
3
5
6
6
5
5
2
3
2
7
2
3
2
4
3
3
4
9
3
2
3
4
4
4
4
6
2
13
6
2
4
4
2
2
3
2
2
3
4
7
4
2
2
3
6
3
2
2
4
8
2
4
4
5
6
2
4
3
5
4
3
4
4
3
3
4
2
2
5
5
10
2
3
3
4
2
6
3
4
4
2
5
2
7
6
10
3
6
3
3
10
2
2
8
8
3
3
5
4
2
2
5
3
2
2
3
4
2
2
4
7
2
4
2
5
4
2
2
5
5
3
4
5
4
3
4
4
11
2
5
2
2
4
2
4
2
2
7
2
7
3
3
8
4
4
7
4
4
4
3
4
4
4
11
2
3
4
3
4
5
3
3
6
3
4
3
2
2
5
2
3
3
5
4
2
3
2
6
3
4
2
4
2
2
3
2
7
6
2
4
6
2
3
7
5
2
3
3
4
2
3
11
9
2
6
6
5
2
3
2
2
3
4
3
4
3
7
5
2
2
7
2
6
10
4
5
5
3
2
3
3
3
4
3
3
4
5
2
5
3
3
3
3
2
2
3
3
8
2
4
9
5
2
4
11
2
3
4
3
4
3
3
4
2
4
4
4
2
4
3
6
13
3
2
4
2
5
2
3
3
2
3
2
3
4
2
4
3
2
2
4
5
4
3
7
2
6
7
2
5
2
3
6
3
4
2
3
10
3
2
5
4
3
3
6
4
8
2
4
2
4
2
2
3
2
6
3
5
5
5
5
7
6
3
6
7
4
5
5
3
3
3
4
4
2
4
7
8
3
6
2
8
5
2
2
2
3
6
7
7
2
3
2
4
9
4
3
2
3
6
6
5
4
2
4
2
6
4
2
3
2
2
3
3
5
3
5
7
7
3
4
4
4
4
3
7
3
6
5
3
3
2
2
4
2
2
9
2
4
3
3
5
4
4
4
3
6
3
3
3
2
4
2
3
2
3
3
5
4
2
3
3
5
3
2
7
3
4
4
2
5
2
2
3
7
3
2
2
3
4
4
3
4
5
3
4
2
2
2
4
4
3
2
3
2
5
3
3
3
3
4
3
4
6
2
2
4
2
4
3
4
2
5
3
2
3
4
9
6
4
3
3
3
