"x"
7
10
6
54
7
34
31
48
35
18
5
38
17
22
12
22
16
17
27
16
12
43
21
10
21
13
15
19
17
47
27
34
31
14
17
17
20
13
18
23
17
24
23
20
17
27
27
26
24
18
16
28
35
15
33
26
36
21
15
19
12
19
44
23
15
34
16
1
14
23
6
20
32
38
22
15
17
9
15
26
7
12
15
14
24
28
29
21
23
16
13
12
29
12
23
17
9
17
19
13
18
17
19
29
13
22
6
16
10
6
23
30
11
22
43
30
20
31
30
28
19
25
23
17
11
10
26
16
14
16
16
18
14
25
18
18
30
21
19
14
35
39
26
12
10
9
16
28
18
4
20
9
28
27
36
21
12
15
7
17
11
8
13
7
39
22
3
13
26
24
12
14
9
13
26
16
5
8
13
19
12
17
11
12
32
14
4
11
20
14
14
36
12
25
32
15
13
25
4
16
23
18
21
30
18
22
21
7
18
23
3
27
35
14
26
16
11
6
21
51
13
31
26
6
14
15
29
22
25
44
37
24
27
21
2
18
18
15
8
7
30
33
31
17
23
21
15
22
11
10
19
9
18
7
21
20
16
18
32
38
31
11
21
24
17
24
11
44
14
19
9
26
36
26
17
23
17
21
36
9
16
16
38
5
36
18
29
24
41
29
17
18
8
26
27
5
24
13
0
32
27
28
37
16
23
19
8
27
14
58
3
12
22
18
20
28
26
25
13
30
12
14
20
16
19
18
36
20
14
18
24
15
50
19
16
14
26
11
9
20
20
21
17
8
24
6
13
29
19
20
28
13
21
13
17
18
27
22
3
16
15
32
7
26
13
18
12
26
15
24
27
14
15
25
17
29
10
19
15
43
11
35
38
20
40
42
16
10
8
11
20
19
33
15
21
32
4
20
16
19
16
18
32
19
26
7
12
44
16
41
21
54
22
13
38
22
9
22
24
8
12
24
19
31
14
33
27
22
26
8
29
23
22
8
26
25
28
16
13
13
21
32
19
21
20
35
14
16
22
10
41
23
42
29
9
13
14
24
3
5
28
9
27
31
24
6
12
11
12
17
16
9
25
4
12
8
11
43
24
9
10
58
26
22
15
9
14
18
18
17
23
8
43
14
15
27
25
24
17
14
7
12
30
8
34
22
10
19
16
5
11
21
8
37
12
36
26
13
13
12
12
18
13
7
22
30
22
32
31
18
18
6
27
27
13
41
13
28
27
5
18
18
13
48
6
24
29
11
15
26
20
25
41
11
12
17
16
24
31
6
0
27
9
18
7
22
5
16
27
14
30
8
13
18
30
36
23
23
21
30
10
19
24
30
31
51
27
11
27
11
21
16
23
39
20
10
32
21
39
17
40
14
20
24
34
25
7
20
16
20
13
10
9
15
34
11
2
9
22
25
25
19
15
18
22
35
14
12
8
25
39
20
19
25
19
28
19
25
15
25
13
36
17
9
11
15
14
19
39
27
21
8
24
15
24
26
12
28
17
23
28
21
7
19
4
26
14
22
14
6
42
18
16
34
34
10
24
19
27
19
23
13
12
18
29
16
24
35
42
15
18
8
11
24
27
12
12
24
34
12
27
10
23
18
11
11
9
32
24
3
10
22
53
6
12
24
24
29
37
30
25
7
12
30
15
6
13
26
27
14
15
23
41
24
33
26
36
23
7
24
29
27
12
10
16
23
44
20
15
24
22
31
19
12
11
30
11
9
40
36
10
8
18
21
16
21
28
19
35
14
21
10
20
21
16
17
21
9
28
9
29
27
13
27
16
24
5
18
21
14
13
5
31
30
29
9
30
23
13
15
17
13
27
18
23
2
14
6
5
30
24
16
16
21
36
21
47
39
7
13
14
9
27
12
24
1
14
7
12
13
34
15
31
33
28
10
24
17
20
9
16
42
22
18
46
7
21
20
16
24
18
11
22
33
18
17
19
16
36
12
31
40
54
8
6
39
27
23
10
25
10
26
43
23
30
23
14
6
20
12
14
18
15
10
10
9
16
14
5
18
27
15
24
21
55
26
25
25
23
19
37
18
53
22
37
22
13
10
16
19
20
21
22
31
34
14
15
13
10
11
33
36
27
13
17
14
27
15
21
15
12
30
21
11
21
7
10
19
14
16
10
17
22
28
4
21
12
14
43
15
25
35
17
30
37
5
12
18
15
18
40
14
28
26
15
11
23
18
27
19
32
11
5
18
18
20
42
24
25
27
42
9
13
36
5
36
16
34
7
32
51
18
20
26
16
19
8
30
28
29
21
17
6
16
13
24
4
35
14
9
34
16
8
33
26
6
7
28
26
26
13
8
42
22
16
30
26
6
12
19
13
21
32
37
6
28
17
19
29
19
33
24
22
13
11
20
32
12
43
26
20
9
11
20
9
26
29
16
22
12
28
25
16
15
28
22
6
12
15
16
10
19
10
7
13
36
9
25
23
28
6
23
23
17
18
10
34
19
12
16
30
24
12
15
31
16
15
12
27
38
35
22
21
23
9
19
10
14
25
16
16
11
21
21
46
32
3
15
18
19
15
19
36
13
14
18
15
19
10
20
15
15
28
11
25
13
24
20
10
7
19
31
16
12
21
10
22
10
18
39
13
14
15
31
39
19
24
31
18
21
24
20
19
15
18
20
18
25
18
8
15
20
38
16
16
22
14
15
12
18
14
20
20
29
11
37
26
31
25
11
37
19
9
11
5
32
29
13
14
6
24
20
23
22
11
21
16
14
23
31
5
13
23
23
4
24
8
11
10
38
14
33
7
5
22
12
26
22
17
24
18
18
14
17
41
3
10
45
23
25
33
14
19
25
14
19
27
14
22
29
24
8
9
36
24
26
12
21
11
23
8
11
18
16
19
29
21
9
10
23
7
27
16
31
25
22
16
37
13
25
6
17
19
19
16
27
10
11
19
10
22
8
5
38
26
12
23
9
11
26
15
45
22
31
25
11
9
14
16
24
8
25
26
14
30
25
26
14
21
22
24
15
9
8
8
4
19
18
14
16
27
9
11
8
20
19
34
19
36
12
26
26
15
17
5
21
15
8
19
19
12
22
29
15
11
20
19
16
20
20
5
30
18
45
16
14
37
18
50
10
18
4
10
33
5
15
36
38
22
25
33
26
28
12
26
9
34
18
12
25
25
26
14
12
14
12
29
14
12
14
23
1
15
6
21
9
45
50
5
14
27
12
9
22
37
9
12
24
28
20
22
14
23
22
35
18
32
12
16
34
4
22
22
12
33
17
8
32
10
7
8
16
6
19
22
34
30
25
18
15
34
39
15
24
21
26
12
23
48
15
5
26
15
9
13
41
12
27
25
19
30
23
22
31
14
12
14
8
16
5
36
29
23
13
25
19
44
7
17
7
23
46
22
33
11
15
21
29
24
18
17
23
9
12
36
7
19
23
5
16
17
11
16
21
30
9
11
37
15
18
29
15
32
2
29
22
29
19
26
17
19
